case_no,status_dttm,status,code,description,violation_stno,violation_street,violation_suffix,violation_city,violation_state,violation_zip,ward,contact_addr1,contact_city,contact_state,contact_zip,sam_id,latitude,longitude,location
V127624,2012-06-22 10:47:46,Closed,105.1,Failure to Obtain Permit,187,Princeton,ST,East Boston,MA,02128,01,187 PRINCETON ST,EAST BOSTON,MA,02128,113208.0,42.378659485343235,-71.03250034378168,"(42.378659485343235, -71.03250034378168)"
V127540,2012-06-22 10:45:08,Closed,1014.2(3),Exit Access,187,Princeton,ST,East Boston,MA,02128,01,187 PRINCETON ST,EAST BOSTON,MA,02128,113208.0,42.378659485343235,-71.03250034378168,"(42.378659485343235, -71.03250034378168)"
V127622,2012-06-22 10:42:10,Closed,105.1,Failure to Obtain Permit,120,Business,ST,Hyde Park,MA,02136,18,SECONS 1502 RIVER ST TRUST,HYDE PARK,MA,02136,24230.0,42.25079073376295,-71.1300892770942,"(42.25079073376295, -71.1300892770942)"
V127764,2012-06-22 10:39:02,Closed,5115.5,Right of Entry,39,Champney,ST,Brighton,MA,02135,22,39 CHAMPNEY ST,BRIGHTON,MA,02135,28607.0,42.35242966514644,-71.16859070744569,"(42.35242966514644, -71.16859070744569)"
V127762,2012-06-22 10:32:34,Closed,105.1,Failure to Obtain Permit,94R,George,ST,Roxbury,MA,02119,08,94 GEORGE ST,ROXBURY,MA,02119,63473.0,42.325809540737474,-71.07208055016102,"(42.325809540737474, -71.07208055016102)"
V127761,2012-06-22 09:53:37,Closed,1003.6,Means of Egress,678,Massachusetts,AV,Roxbury,MA,02118,08,678 MASSACHUSETTS AV,BOSTON,MA,02118-4027,92565.0,42.33572954547537,-71.07563053657891,"(42.33572954547537, -71.07563053657891)"
V127760,2012-06-22 09:52:29,Closed,105.1,Failure to Obtain Permit,678,Massachusetts,AV,Roxbury,MA,02118,08,678 MASSACHUSETTS AV,BOSTON,MA,02118-4027,92565.0,42.33572954547537,-71.07563053657891,"(42.33572954547537, -71.07563053657891)"
V127759,2012-06-22 09:49:26,Closed,111.1,Certificate of Occupancy,678,Massachusetts,AV,Roxbury,MA,02118,08,678 MASSACHUSETTS AV,BOSTON,MA,02118-4027,92565.0,42.33572954547537,-71.07563053657891,"(42.33572954547537, -71.07563053657891)"
V127758,2012-06-22 09:46:39,Closed,105.1,Failure to Obtain Permit,63,Falcon,ST,East Boston,MA,02128,01,63 FALCON ST APT 1,EAST BOSTON,MA,02128-1373,56066.0,42.3818094916852,-71.03706034686972,"(42.381809491685196, -71.03706034686972)"
V127757,2012-06-22 09:29:52,Closed,105.1,Failure to Obtain Permit,51,Philbrick,ST,Roslindale,MA,02131,18,51-55 PHILBRICK ST,ROSLINDALE,MA,02131,109963.0,42.28502960894975,-71.11829074613716,"(42.28502960894975, -71.11829074613716)"
V127752,2012-06-22 09:21:22,Closed,110.7,Periodic Inspections,31,Batterymarch,ST,Boston,MA,02109,03,LISA ARYA AGENT,BOSTON,MA,02109,161832.0,42.35732215945573,-71.05396838274955,"(42.35732215945573, -71.05396838274955)"
V127848,2012-06-21 15:16:53,Closed,386.10,"Installation, uses permitted",10,Brookway,TE,Roslindale,MA,02131,19,BOSTON HOUSING AUTHORITY,BOSTON,MA,02111,162679.0,42.29090895189709,-71.11956961447898,"(42.29090895189709, -71.11956961447898)"
V127848,2012-06-21 15:16:53,Closed,386.12,Uses not permitted,10,Brookway,TE,Roslindale,MA,02131,19,BOSTON HOUSING AUTHORITY,BOSTON,MA,02111,162679.0,42.29090895189709,-71.11956961447898,"(42.29090895189709, -71.11956961447898)"
V127537,2012-06-19 15:40:49,Closed,R105.1,Failure to Secure Permit,32,Magnolia,ST,Dorchester,MA,02125,13,P O BOX 256111,DORCHESTER ,MA,02125,88321.0,42.31766453977144,-71.07006756384534,"(42.31766453977144, -71.07006756384534)"
V127529,2012-06-18 12:07:07,Closed,105.1,Failure to Obtain Permit,209,Bunker Hill,ST,Charlestown,MA,02129,02,21 Bartlett St,Charlestown,MA,02129,23370.0,42.379089523811594,-71.062430409609,"(42.379089523811594, -71.062430409609)"
V127527,2012-06-18 11:36:01,Closed,105.1,Failure to Obtain Permit,69,Marine,RD,South Boston,MA,02127,07,30 Hatch Mill Circle,Pembroke,MA,02359,89927.0,42.33046949322563,-71.036510459731,"(42.33046949322563, -71.036510459731)"
V127526,2012-06-18 11:20:33,Closed,105.1,Failure to Obtain Permit,23,Brush Hill,TE,Hyde Park,MA,02136,18,23 BRUSH HILL TERR,HYDE PARK,MA,02136,22925.0,42.24494963652083,-71.1158908249041,"(42.24494963652083, -71.1158908249041)"
V127525,2012-06-18 11:15:55,Closed,116.2,Unsafe and Dangerous,83,Hampden,ST,Roxbury,MA,02119,08,366 Second St,EVERETT,MA,02149,68580.0,42.33033228729492,-71.07522387373065,"(42.33033228729492, -71.07522387373065)"
V127524,2012-06-18 11:09:46,Closed,1013.1,Guards Where Required,7,Salem,ST,Charlestown,MA,02129,02,7 SALEM ST,CHARLESTOWN,MA,02129,121977.0,42.377369528982186,-71.06622042269201,"(42.377369528982186, -71.06622042269201)"
V127522,2012-06-18 10:51:58,Closed,105.1,Failure to Obtain Permit,144,Addison,ST,East Boston,MA,02128,01,224 12TH AVE,NEW YORK,NY,10001,1127.0,42.385798569429376,-71.01439718113454,"(42.385798569429376, -71.01439718113454)"
V127521,2012-06-18 10:48:28,Closed,105.1,Failure to Obtain Permit,144,Addison,ST,East Boston,MA,02128,01,224 12TH AVE,NEW YORK,NY,10001,1127.0,42.385798569429376,-71.01439718113454,"(42.385798569429376, -71.01439718113454)"
V127520,2012-06-18 10:40:04,Closed,116.2,Unsafe and Dangerous,17,Matchett,ST,Brighton,MA,02135,22,17 MATCHETT ST,BRIGHTON,MA,02135,92708.0,42.353059667108994,-71.17072071034794,"(42.353059667108994, -71.17072071034794)"
V127518,2012-06-18 10:26:44,Closed,104.6,Right of Entry,20,Highgate,ST,Allston,MA,02134,21,9 Northwood Lane,Wayland,MA,01778,73593.0,42.35514961589455,-71.13152061934026,"(42.35514961589455, -71.13152061934026)"
V90665,2012-06-14 13:49:05,Closed,110.1,Inspections,57,Hobart,ST,Brighton,MA,02135,22,57 Hobart St,Brighton,MA,02135,74363.0,42.35522965267577,-71.1599906821349,"(42.35522965267577, -71.1599906821349)"
V127265,2012-06-14 10:43:40,Closed,1001.3.2,Testing & Certification,62,London,ST,East Boston,MA,02128,01,62 LONDON ST,EAST BOSTON,MA,02128,87059.0,42.371609496067656,-71.04067037776055,"(42.371609496067656, -71.04067037776055)"
V127266,2012-06-14 10:42:22,Closed,1001.3.2,Testing & Certification,64,London,ST,East Boston,MA,02128,01,253 Lincoln St,Lexington,Ma,02421,87060.0,42.371649495803645,-71.04064037722506,"(42.371649495803645, -71.04064037722506)"
V127263,2012-06-14 10:39:20,Closed,1001.3.2,Testing & Certification,66,London,ST,East Boston,MA,02128,01,66 LONDON ST,EAST BOSTON,MA,02128,87062.0,42.37169949650589,-71.0406003771905,"(42.37169949650589, -71.0406003771905)"
V127264,2012-06-14 10:22:27,Closed,1001.3.2,Testing & Certification,68,London,ST,East Boston,MA,02128,01,18 JENNIFER LN,MALDEN,MA,02148,87063.0,42.37173949622283,-71.04057037656811,"(42.37173949622283, -71.04057037656811)"
V125351,2012-06-13 09:10:40,Closed,116.2,Unsafe and Dangerous,90,Commercial,WH,Boston,MA,02110,03,10 HUSSEY ST,NANTUCKET,MA,02534,343472.0,42.361525774174936,-71.04932046990578,"(42.361525774174936, -71.04932046990578)"
V125348,2012-06-13 08:49:46,Closed,116.2,Unsafe and Dangerous,40,Hillside,ST,Mission Hill,MA,02120,10,51 HILLSIDE ST #2,ROXBURY,MA,02120,74240.0,42.329810579191,-71.10087460599979,"(42.329810579191, -71.10087460599979)"
V127086,2012-06-12 14:07:38,Closed,4-3,Building or Use of Premise req,153,Calumet,ST,Mission Hill,MA,02120,10,945-947 Hyde Park Ave Realty Trust,Norwood,MA,02062,172496.0,42.32952636381703,-71.10243465420436,"(42.32952636381703, -71.10243465420436)"
V127083,2012-06-12 12:46:37,Closed,105.1,Failure to Obtain Permit,39,Malta,ST,Mattapan,MA,02126,18,41 A MALTA STREET,MATTAPAN,MA,02126,167313.0,42.26460196305293,-71.09746706545965,"(42.26460196305293, -71.09746706545965)"
V127080,2012-06-12 12:18:59,Closed,116.2,Unsafe and Dangerous,86,Montebello,RD,Jamaica Plain,MA,02130,11,86 MONTEBELLO RD,JAMAICA PLAIN,MA,02130,96593.0,42.31184958021477,-71.09940064339884,"(42.31184958021477, -71.09940064339884)"
V127079,2012-06-12 12:09:09,Closed,105.1,Failure to Obtain Permit,81,Cummins,HW,Roslindale,MA,02131,19,13 Laurel Rd,Milton,MA,02186,45012.0,42.28448361925988,-71.1253887633009,"(42.28448361925988, -71.1253887633009)"
V127078,2012-06-12 12:02:59,Closed,Chapter 143: Section 3L,Electrical Work w/out Permit,39,Cass,ST,West Roxbury,MA,02132,20,39 CASS STREET,WEST ROXBURY,MA,02132,26291.0,42.27580967463943,-71.16334086891489,"(42.27580967463943, -71.16334086891489)"
V127078,2012-06-12 12:02:59,Closed,110.12,Mechanical Execution of Work,39,Cass,ST,West Roxbury,MA,02132,20,39 CASS STREET,WEST ROXBURY,MA,02132,26291.0,42.27580967463943,-71.16334086891489,"(42.27580967463943, -71.16334086891489)"
V124416,2012-06-12 11:11:21,Closed,105.1,Failure to Obtain Permit,141,P,ST,South Boston,MA,02127,06,143 P Street,South Boston,MA,02127,168440.0,42.333383769861626,-71.02731032088924,"(42.333383769861626, -71.02731032088924)"
V127077,2012-06-12 10:59:23,Closed,105.1,Failure to Obtain Permit,61,Commonwealth,AV,Boston,MA,02116,05,24 College Rd,CONCORD,MA,01742,41149.0,42.35296954376774,-71.07583049843579,"(42.35296954376774, -71.07583049843579)"
V103401,2012-06-11 12:57:44,Closed,104.6,Right of Entry,220,Springfield,ST,Roxbury,MA,02118,09,220 W SPRINGFIELD,Boston,MA,02116,130011.0,42.34064955074505,-71.08078053672095,"(42.34064955074505, -71.08078053672095)"
V105461,2012-06-11 11:53:55,Closed,5121,Unsafe Structures,77,Iroquois,ST,Mission Hill,MA,02120,10,101 BARCLAY ST,NEW YORK,NY,10286,78898.0,42.33069958564819,-71.10605061587266,"(42.33069958564819, -71.10605061587266)"
V126362,2012-06-11 11:29:48,Closed,R104.6,Right of Entry,21,Inwood,ST,Dorchester,MA,02125,15,21 INWOOD ST,DORCHESTER,MA,02125,78805.0,42.30641953915877,-71.06926058759151,"(42.30641953915877, -71.06926058759151)"
V126786,2012-06-11 11:28:24,Closed,5115.5,Right of Entry,5,Oak,PL,Hyde Park,MA,02136,18,5 OAK PL,HYDE PARK,MA,02136,104542.0,42.25377962824411,-71.12822083881802,"(42.25377962824411, -71.12822083881802)"
V126785,2012-06-11 11:19:57,Closed,116.2,Unsafe and Dangerous,66,Tampa,ST,Mattapan,MA,02136,18,48 NORFOLK ST,DORCHESTER,MA,02124,133801.0,42.271979598729985,-71.1094607547586,"(42.271979598729985, -71.1094607547586)"
V126781,2012-06-11 11:14:16,Closed,105.1,Failure to Obtain Permit,457,Broadway,,South Boston,MA,02127,06,51 COLBOURNE CRES,BROOKLINE,MA,02445,21551.0,42.335739506476465,-71.04639047004709,"(42.335739506476465, -71.04639047004709)"
V126630,2012-06-08 09:02:37,Closed,114.1,Unlawful Acts,777,Boylston,ST,Boston,MA,02116,05,284 NEWBURY ST,BOSTON,MA,02115,18396.0,42.349169411797824,-71.08132532349536,"(42.349169411797824, -71.08132532349536)"
V126772,2012-06-08 08:57:33,Closed,5121,Unsafe Structures,5,Denvir,ST,Dorchester,MA,02124,16,AGNES J. McCABE,MARSHFIELD,MA,02050,47440.0,42.289569530699445,-71.06184060820992,"(42.289569530699445, -71.06184060820992)"
V126633,2012-06-08 08:56:52,Closed,116.2,Unsafe and Dangerous,30,Polk,ST,Charlestown,MA,02129,02,30 POLK ST,CHARLESTOWN,MA,02129,111432.0,42.3794810575512,-71.06110007410688,"(42.3794810575512, -71.06110007410688)"
V126777,2012-06-08 08:50:22,Closed,105.1,Failure to Obtain Permit,306,Paris,ST,East Boston,MA,02128,01,306 Paris st. Unit 2,EAST BOSTON,MA,02128,106558.0,42.37702948616673,-71.03246034721009,"(42.37702948616673, -71.03246034721009)"
V126779,2012-06-08 08:42:15,Closed,R115.1,Unsafe & Dangerous,58,Bradeen,ST,Roslindale,MA,02131,19,58 Bradeen St,Roslindale,MA,02131,18859.0,42.29057961261494,-71.1207507394764,"(42.29057961261494, -71.1207507394764)"
V126789,2012-06-08 08:39:58,Closed,1001.3.2,Testing & Certification,50,Monument,SQ,Charlestown,MA,02129,02,50 MONUMENT SQ CONDO TRUST,CHARLESTOWN,MA,02129,97097.0,42.37519952160154,-71.06059041468504,"(42.37519952160154, -71.06059041468504)"
V126776,2012-06-08 08:17:17,Closed,105.1,Failure to Obtain Permit,14,Schuyler,ST,Dorchester,MA,02121,12,GAMEZ WALKER,STOUGHTON,MA,02072,123955.0,42.30792786581761,-71.08506069296072,"(42.30792786581761, -71.08506069296072)"
V126780,2012-06-07 14:53:14,Closed,116.2,Unsafe and Dangerous,46,Fairmount,AV,Hyde Park,MA,02136,18,1172 River St,Hyde Park,MA,02136,55745.0,42.25532561689305,-71.12036581642504,"(42.25532561689305, -71.12036581642504)"
V126640,2012-06-07 14:31:31,Closed,r116.2,Unsafe and Dangerous,241A,Norfolk,ST,Dorchester,MA,02124,17,27 Fossdale Rd,Dorchester Center,MA,02124,168143.0,42.28488600176952,-71.08125488234603,"(42.28488600176952, -71.08125488234603)"
V94805,2012-06-06 14:41:55,Closed,121.1,Unsafe and Dangerous,102,Harrishof,ST,Dorchester,MA,02121,12,61 Gordon St,Hyde Park,MA,02136,69702.0,42.316639564209794,-71.08855060793171,"(42.316639564209794, -71.08855060793171)"
V120141,2012-06-06 09:34:49,Closed,105.1,Failure to Obtain Permit,150,Southampton,ST,Roxbury,MA,02118,08,TELLYS SERVICE CTR INC,QUINCY,MA,02169,129063.0,42.33186853441127,-71.06753152627768,"(42.33186853441127, -71.06753152627768)"
V99998,2012-06-01 11:22:52,Closed,105.1,Failure to Obtain Permit,247,Marion,ST,East Boston,MA,02128,01,"180 Chelsea Street, Apt 1",East Boston,MA,02128,90029.0,42.374239486796846,-71.03322035495849,"(42.374239486796846, -71.03322035495849)"
V110932,2012-06-01 10:43:24,Closed,116.2,Unsafe and Dangerous,45,Chelsea,ST,East Boston,MA,02128,01,11 Morain St,BELMONT,MA,02478,30572.0,42.37093949245968,-71.03728037188137,"(42.370939492459684, -71.03728037188137)"
V110713,2012-06-01 10:42:31,Closed,116.3,Unsafe Structure,45,Chelsea,ST,East Boston,MA,02128,01,11 MORAINE ST,BELMONT,MA,02478-5040,30572.0,42.37093949245968,-71.03728037188137,"(42.370939492459684, -71.03728037188137)"
V125881,2012-05-31 14:38:21,Closed,105.1,Failure to Obtain Permit,8,Estrella,ST,Jamaica Plain,MA,02130,10,8 ESTRELLA ST,JAMAICA PLAIN,MA,02130,54434.0,42.322551382846264,-71.10270462794279,"(42.322551382846264, -71.10270462794279)"
V126075,2012-05-31 14:34:10,Closed,116.2,Unsafe and Dangerous,653,Broadway,,South Boston,MA,02127,06,653 East Broadway St,South Boston,MA,02127,21101.0,42.33539949507362,-71.0384904540647,"(42.33539949507362, -71.0384904540647)"
V126074,2012-05-31 14:26:03,Closed,105.1,Failure to Obtain Permit,14,Chelsea,ST,East Boston,MA,02128,01,14 Chelsea St,East Boston,MA,02128,30318.0,42.37047949320584,-71.03840037596173,"(42.37047949320584, -71.03840037596173)"
V126073,2012-05-31 14:19:39,Closed,105.1,Failure to Obtain Permit,48,Allston,ST,Charlestown,MA,02129,02,335 Central St,SAUGUS,MA,01906,2698.0,42.38111652446772,-71.06312940721274,"(42.38111652446772, -71.06312940721274)"
V125747,2012-05-29 14:02:47,Closed,105.1,Failure to Obtain Permit,84,Day,ST,Jamaica Plain,MA,02130,10,80 OAK HILL ST,NEWTON,MA,02459,46738.0,42.3239495899059,-71.10868063633038,"(42.3239495899059, -71.10868063633038)"
V125742,2012-05-29 13:33:18,Open,1015.1,Exits,493,Fourth,ST,South Boston,MA,02127,07,493 EAST FOURTH STREET,SOUTH BOSTON,MA,02127,59768.0,42.33438950504934,-71.04548047124756,"(42.33438950504934, -71.04548047124756)"
V125741,2012-05-29 13:15:48,Closed,116.2,Unsafe and Dangerous,34,Newton,ST,Brighton,MA,02135,22,34 NEWTON ST,BRIGHTON,MA,02135,102320.0,42.35667965848395,-71.16428068839363,"(42.35667965848395, -71.16428068839363)"
V125790,2012-05-29 13:11:44,Closed,101.4.4,Maintenance,145,Washington,ST,Boston,MA,02113,03,WILLIAM J MORRISEY DIRECTOR,BOSTON,MA,02114,146264.0,42.366089518602195,-71.05817042904121,"(42.366089518602195, -71.05817042904121)"
V102579,2012-05-29 12:04:30,Closed,119.1,Stop Work Order,10,Piedmont,ST,Boston,MA,02116,05,"Nicholas Colvito, agent",BELMONT,MA,02478,110173.0,42.34991129510867,-71.06770106808364,"(42.349911295108676, -71.06770106808364)"
V87329,2012-05-29 08:41:16,Closed,110.1,Inspections,164,Intervale,ST,Dorchester,MA,02121,14,36 Chickering Rd,Dedham,MA,02026,78740.0,42.309439545448086,-71.07415059155431,"(42.309439545448086, -71.07415059155431)"
V98666,2012-05-25 15:32:17,Closed,5103.1,Maintenance,37,Meadowview,RD,Hyde Park,MA,02136,18,23 Leseur Rd,Hyde Park,MA,02136,93652.0,42.23303971555924,-71.12968086502846,"(42.23303971555924, -71.12968086502846)"
V97204,2012-05-25 15:29:54,Closed,116.2,Unsafe and Dangerous,3,Humarock,WY,Mattapan,MA,02136,18,3 HUMAROCK WY,HYDE PARK,MA,02136,154291.0,42.26618960132202,-71.11030076979804,"(42.26618960132202, -71.11030076979804)"
V125714,2012-05-24 11:26:22,Closed,3307.1,Protection of Adj. Property,38,White,ST,East Boston,MA,02128,01,59 STANDISH RD,WELLESLEY,MA,02481,149231.0,42.38064949284959,-71.03828035185104,"(42.38064949284959, -71.03828035185104)"
V125713,2012-05-24 11:22:28,Closed,3307.1,Protection of Adj. Property,38,White,ST,East Boston,MA,02128,01,59 STANDISH RD,WELLESLEY,MA,02481,149231.0,42.38064949284959,-71.03828035185104,"(42.38064949284959, -71.03828035185104)"
V125636,2012-05-23 14:35:16,Closed,105.1,Failure to Obtain Permit,32,Magnolia,ST,Dorchester,MA,02125,13,550 DUDLEY STREET,ROXBURY,MA,02119,88321.0,42.31766453977144,-71.07006756384534,"(42.31766453977144, -71.07006756384534)"
V123672,2012-05-22 13:29:11,Closed,105.1,Failure to Obtain Permit,25,Woodward,AVE,Roxbury,MA,02119,08,1208 VFW PARKWAY,WEST ROXBURY,MA,02132,152020.0,42.32476054356408,-71.07368355639906,"(42.32476054356408, -71.07368355639906)"
V113668,2012-05-22 13:08:49,Closed,5121,Unsafe Structures,195,Savin Hill,AVE,Dorchester,MA,02125,13,CO Newman and Newman PC,Boston,MA,02109,123256.0,42.30848951203868,-71.04946053852127,"(42.30848951203868, -71.04946053852127)"
V125518,2012-05-22 12:33:04,Closed,R105.1,Failure to Secure Permit,16,Stockwell,ST,Mission Hill,MA,02120,10,110 Terrace St,Boston,MA,02120,130802.0,42.33199258740633,-71.10732061594186,"(42.33199258740633, -71.10732061594186)"
V125349,2012-05-21 14:10:00,Closed,105.1,Failure to Obtain Permit,1437,Commonwealth,AV,Brighton,MA,02135,21,1114 W ROXBURY PARKWAY,CHESTNUT HILL,MA,02467,37666.0,42.34894962806156,-71.14022065224756,"(42.34894962806156, -71.14022065224756)"
V125350,2012-05-21 14:04:19,Closed,1009.12,Handrails,47,Batchelder,ST,Roxbury,MA,02119,08,49 BATCHELDER STREET,ROXBURY,MA,02119,182513.0,42.32260553721924,-71.06890955073366,"(42.32260553721924, -71.06890955073366)"
V124921,2012-05-21 13:14:10,Closed,5115.5,Right of Entry,5,Corwin,ST,Dorchester,MA,02122,15,7 CORWIN STREET,DORCHESTER,MA,02122,43223.0,42.302047529422126,-71.06194858109845,"(42.302047529422126, -71.06194858109845)"
V105797,2012-05-21 09:03:02,Closed,5110.1,Failure to secure permit,63,Arlington,ST,Hyde Park,MA,02136,18,63 Arlington St,Hyde Park,MA,02136,4910.0,42.26102961196419,-71.117420796892,"(42.26102961196419, -71.117420796892)"
V94341,2012-05-18 12:09:36,Closed,Chapter 103.1,Unsafe Maintenance,739,Parker,ST,Mission Hill,MA,02120,10,739 PARKER ST,ROXBURY,MA,02119,107834.0,42.330819574661774,-71.09777059658346,"(42.330819574661774, -71.09777059658346)"
V124919,2012-05-18 08:56:17,Closed,116.2,Unsafe and Dangerous,242,Paris,ST,East Boston,MA,02128,01,242-244 Paris St ONE PARCEL,Revere,MA,02151,106524.0,42.37556948748119,-71.03415035377849,"(42.37556948748119, -71.03415035377849)"
V124918,2012-05-18 08:51:57,Closed,Art. 17 Section 2.04 (3) ,Permits,242,Paris,ST,East Boston,MA,02128,01,242-244 Paris St ONE PARCEL,Revere,MA,02151,106524.0,42.37556948748119,-71.03415035377849,"(42.37556948748119, -71.03415035377849)"
V124917,2012-05-18 08:45:03,Closed,116.2,Unsafe and Dangerous,242,Paris,ST,East Boston,MA,02128,01,242-244 Paris St ONE PARCEL,Revere,MA,02151,106524.0,42.37556948748119,-71.03415035377849,"(42.37556948748119, -71.03415035377849)"
V124419,2012-05-16 15:12:39,Closed,110.5,Inspections,515,Lagrange,ST,West Roxbury,MA,02132,20,ONE CLARK HILL SUITE 305,FRMINGHAM,MA,01702,82805.0,42.283749669568905,-71.16126084605004,"(42.283749669568905, -71.16126084605004)"
V124418,2012-05-16 15:06:33,Closed,105.1,Failure to Obtain Permit,515,Lagrange,ST,West Roxbury,MA,02132,20,ONE CLARK HILL SUITE 305,FRAMINGHAM,MA,01702,82805.0,42.283749669568905,-71.16126084605004,"(42.283749669568905, -71.16126084605004)"
V124598,2012-05-16 15:03:52,Closed,116.2,Unsafe and Dangerous,67,Perrin,ST,Roxbury,MA,02119,12,C/O JAMES D BRANCH MD,WINSTON SALEM,NC,27101,109597.0,42.32159955204833,-71.07979057713112,"(42.32159955204833, -71.07979057713112)"
V124578,2012-05-16 09:38:17,Closed,R105.1,Failure to Secure Permit,84,Williams,AV,Hyde Park,MA,02136,18,84 Williams Street,Hyde Park,MA,02136,150016.0,42.248329620643965,-71.11651882162239,"(42.248329620643965, -71.11651882162239)"
V124423,2012-05-16 08:53:48,Closed,5115.5,Right of Entry,1107,Washington,ST,Mattapan,MA,02126,17,6214 PALMA SOLA BLVD,BRANDENTON,FL,34209,145923.0,42.27361754320753,-71.07037566398118,"(42.27361754320753, -71.07037566398118)"
V124421,2012-05-15 13:15:58,Closed,1001.3,Egress Maintenance,71,Joy,ST,Boston,MA,02114,03,71 JOY STREET,BOSTON,MA,02114,80194.0,42.36059952865917,-71.06499045664798,"(42.36059952865917, -71.06499045664798)"
V124422,2012-05-15 12:16:03,Closed,R105.1,Failure to Secure Permit,57,Woodbine,ST,Roxbury,MA,02119,12,3 Pilgrim Place,Dorchester,MA,02125,151420.0,42.318259550077315,-71.07832058046296,"(42.318259550077315, -71.07832058046296)"
V124417,2012-05-15 11:56:00,Closed,105.1,Failure to Obtain Permit,488,Dorchester,AV,South Boston,MA,02127,07,40 Oak St,Stoneham,MA,02180,48605.0,42.33222752016266,-71.05675250199229,"(42.33222752016266, -71.05675250199229)"
V122756,2012-05-15 10:56:13,Closed,3303.5,Water Accumulation,2,Union Park,ST,Roxbury,MA,02118,03,CECELIA FRASER TRUSTEE,ROXBURY,MA,02128,139372.0,42.341979537141974,-71.07015050965002,"(42.341979537141974, -71.07015050965002)"
